time_sec,value
165,16.74230352631579
166,16.196296296296296
167,16.768953068592058
168,17.03846153846154
169,16.362989323843415
170,16.743494423791823
171,17.93632958801498
172,17.026615969581748
173,16.544214755813957
174,15.868131868131869
175,15.55458291287879
176,16.06959706959707
177,16.174687130909092
178,16.127819548872182
179,15.872659176029964
180,16.058823529411764
181,16.05223880597015
182,15.85820895522388
183,16.60209598425197
184,16.29085065283019
185,15.720416124031008
186,16.6935394389313
187,17.24942553639847
188,16.297619047619047
189,17.43579766536965
190,18.208432614503817
191,16.863636363636363
192,16.96069330038023
193,16.842128291666665
194,16.539923954372625
195,16.2
196,16.61003861003861
197,16.17391304347826
198,15.737051792828684
199,16.468992248062015
200,16.782608695652176
201,16.633466135458168
202,16.86904761904762
203,17.30669766015625
204,16.778225806451612
205,17.132530120481928
206,16.939894294820718
207,16.782062494208496
208,16.472
209,15.39917695473251
210,15.86904761904762
211,16.543307086614174
212,16.788617886178862
213,17.185292641434266
214,17.62204724409449
215,16.898832684824903
216,16.83783783783784
217,17.02671755725191
218,17.16030534351145
219,17.816
220,17.798283261802574
221,17.255230125523013
222,16.74696189156627
223,16.58034787250996
224,16.43190661478599
225,16.68016194331984
226,16.642884992
227,18.260162601626018
228,19.735632183908045
229,18.852272727272727
230,18.628
231,16.839707012244897
232,16.863453815261042
233,16.809408697211154
234,17.325757575757574
235,16.894941634241246
236,16.59607843137255
237,17.14176245210728
238,17.92664092664093
239,16.980776100775195
240,17.462450592885375
241,18.016129032258064
242,18.24576600409836
243,17.8625
244,17.259627496062993
245,17.4331983805668
246,16.05078125
247,17.23606419123506
248,19.059076112903224
249,17.983739837398375
250,17.725099601593627
251,17.385245901639344
252,17.40963855421687
253,18.16796875
254,18.406130268199234
255,19.02809040076336
256,18.312702921875
257,18.281124497991968
258,18.50019976862745
259,17.053719008264462
260,17.127658545454544
261,18.63888888888889
262,17.91732283464567
263,18.932208691699604
264,17.924
265,18.33469387755102
266,18.64897959183673
267,16.941666666666666
268,18.17479674796748
269,17.633744855967077
270,18.252
271,17.8300395256917
272,18.2755784743083
273,17.9442975859375
274,17.12156862745098
275,17.83730158730159
276,17.585365853658537
277,17.187755102040818
278,17.42105263157895
279,16.79785853225806
280,17.514056224899598
281,17.709016393442624
282,17.243589743589745
283,18.15546218487395
284,18.2625
285,18.58130081300813
286,19.170212765957448
287,18.858369098712448
288,18.12987012987013
289,17.923728813559322
290,18.00409836065574
291,17.384
292,16.729083665338646
293,17.25275295769231
294,17.83480721789883
295,16.393847733870967
296,17.187250996015937
297,17.54032258064516
298,16.841463414634145
299,16.75494071146245
300,17.09090909090909
301,18.23886639676113
302,17.45853990551181
303,17.15686274509804
304,18.161290322580644
305,18.776
306,18.580645161290324
307,18.141078838174277
308,17.016597510373444
309,17.236465564853557
310,18.78600823045268
311,18.668016194331983
312,19.31174089068826
313,17.55823293172691
314,17.590737140495868
315,18.302127659574467
316,18.580246913580247
317,18.285714285714285
318,17.850980392156863
319,17.48828125
320,18.122529644268774
321,18.50207468879668
322,17.883817427385893
323,16.773662551440328
324,16.437751004016064
325,16.190871369294605
326,16.945833333333333
327,16.47457627118644
328,18.166666666666668
329,18.57983193277311
330,16.815450643776824
331,16.459574468085105
332,16.966804979253112
333,15.94036904347826
334,16.365957446808512
335,16.793388429752067
336,16.331983805668017
337,16.092
338,16.370967741935484
339,17.709020641129033
340,19.419753086419757
341,18.350806451612904
342,17.314142368200834
343,18.909871244635195
344,18.261603375527425
345,15.65625
346,16.489270386266096
347,16.44206008583691
348,16.627110403361346
349,17.125
350,16.680497925311204
351,16.97530864197531
352,17.066666666666666
353,17.384937238493723
354,16.367768595041323
355,16.185577341772152
356,16.843415769547324
357,16.40084388185654
358,15.44303208583691
359,15.776371308016875
360,15.098360655737704
361,16.1
362,16.8
363,16.347457627118644
364,16.659574468085108
365,16.430434782608696
366,16.400646622807017
367,16.55679348275862
368,17.238297872340425
369,16.34453781512605
370,16.3375
371,16.871794871794872
372,16.722689075630253
373,17.84518828451883
374,16.8099173553719
375,17.07949790794979
376,17.545833333333334
377,16.89430894308943
378,16.684426229508198
379,16.21841812449799
380,15.67871485943775
381,15.817427385892117
382,16.49795918367347
383,17.008298755186722
384,17.209016393442624
385,16.65207373387097
386,16.43426294820717
387,16.62348178137652
388,16.723577235772357
389,17.07569721115538
390,17.91322314049587
391,17.635983263598327
392,16.228
393,16.573221757322177
394,16.717299578059073
395,17.794155257383967
396,19.099585062240664
397,18.2936170212766
398,19.57575757575757
399,20.368525264957263
400,19.472340425531915
401,17.48051948051948
402,18.34188034188034
403,18.78540772532189
404,18.629310344827587
405,18.68710656962025
406,18.143478260869564
407,17.394736842105264
408,16.656779661016948
409,16.428571428571427
410,17.91299167226891
411,17.226337448559672
412,16.22608695652174
413,17.004484304932735
414,17.56561085972851
415,17.647577092511014
416,17.657894736842106
417,17.855243184210526
418,17.004366812227076
419,18.98275862068965
420,19.8125
421,19.21238938053097
422,17.858369098712448
423,16.605263157894736
424,16.68122270742358
425,16.58222222222222
426,17.11965811965812
427,17.458815270386264
428,17.9039716
429,18.7725321888412
430,17.60352422907489
431,15.63677130044843
432,15.740088105726873
433,16.33462847598253
434,17.13733905579399
435,16.414529914529915
436,16.782426778242677
437,16.53941908713693
438,16.054317280334725
439,16.877496453781514
440,16.979423868312757
441,16.8744769874477
442,17.596638655462186
443,16.926406926406926
444,16.81644936681223
445,16.810344827586206
446,16.398754608510636
447,16.56086956521739
448,16.743362831858406
449,16.885964912280702
450,16.291479820627803
451,16.423423423423422
452,17.46153846153846
453,17.46444521719457
454,18.892018779342724
455,17.614390674418605
456,19.576661617777777
457,18.31718061674009
458,16.814655172413794
459,16.50854700854701
460,17.29646017699115
461,17.357466063348415
462,16.39908256880734
463,15.895734597156398
464,16.03181818181818
465,16.69748191981132
466,16.553488372093025
467,16.2618308317757
468,17.10096153846154
469,16.014084507042252
470,16.190697674418605
471,16.623853211009173
472,16.705357142857142
473,16.873303167420815
474,18.104545454545452
475,18.047169811320757
476,16.229268292682928
477,17.71563981042654
478,16.680555555555557
479,16.267281105990783
480,16.0
481,16.753363228699552
482,16.322727272727274
483,16.793721973094172
484,16.721593313901344
485,16.077625570776256
486,18.128165
487,17.375
488,16.402714932126695
489,16.633928571428573
490,15.995535714285714
491,16.717391304347824
492,17.069868995633186
493,17.265281689497716
494,17.357798165137616
495,16.95349529955947
496,16.319714246753247
497,15.36986301369863
498,15.588785046728972
499,16.287735849056602
500,16.52132701421801
501,17.033333333333335
502,16.981220657276996
503,17.423076923076923
504,17.00956937799043
505,17.861244019138756
506,17.86387434554974
507,17.56544502617801
508,17.512953367875646
509,17.880434782608695
510,18.82631578947369
511,19.101522842639596
512,18.520408163265305
513,18.22959183673469
514,17.696275656862746
515,18.64390243902439
516,18.5
517,18.66145833333333
518,17.379310344827587
519,16.981308411214954
520,17.84186046511628
521,17.28292682926829
522,17.51904761904762
523,18.15137614678899
524,17.571428571428573
525,16.71090047393365
526,16.21904761904762
527,16.75345191826923
528,17.151960784313726
529,17.813725490196077
530,17.66497461928934
531,18.41624365482233
532,18.21608040201005
533,19.60606060606061
534,19.148325358851675
535,18.995215311004785
536,17.586046511627906
537,16.711627906976744
538,16.507119853773585
539,17.61320754716981
540,17.47826086956522
541,17.677725118483412
542,16.96135265700483
543,17.428571428571427
544,17.64423076923077
545,18.89756097560976
546,16.988220386046514
547,17.149055699530518
548,17.533936651583712
549,17.317972350230416
550,17.382075471698112
551,16.66046511627907
552,15.980487804878049
553,15.893697806763283
554,16.888324873096447
555,15.99862003960396
556,15.819512195121952
557,15.427906976744186
558,15.810185185185183
559,15.497630331753555
560,15.08411214953271
561,16.2803738317757
562,16.556603773584907
563,16.875423525345624
564,16.295
565,16.83084577114428
566,16.9643216127451
567,18.87010751643192
568,17.769428291866028
569,16.599638193396228
570,17.51207729468599
571,16.89351851851852
572,16.566037735849058
573,18.004566210045663
574,17.093457943925234
575,16.39448501408451
576,15.810185185185183
577,15.67298578199052
578,16.345971563981042
579,17.541284403669724
580,17.115402511520738
581,16.85388127853881
582,16.764976958525345
583,16.621495327102803
584,16.654545454545456
585,17.21559633027523
586,17.363777000000002
587,17.41588785046729
588,18.557603686635943
589,17.74641148325359
590,17.234909405529955
591,17.81566820276498
592,18.10047846889952
593,17.409302325581397
594,18.004716981132077
595,17.457943925233646
596,17.36279069767442
597,17.14027149321267
598,17.17776396713615
599,17.087962962962962
600,16.579710144927535
601,16.452261306532662
602,17.030957014285715
603,17.576190476190476
604,16.738317757009344
605,16.509174311926607
606,17.315555555555555
607,17.854545454545455
608,16.533333333333335
609,17.053658536585367
610,16.83009708737864
611,16.841836734693878
612,17.725
613,17.30392156862745
614,17.837962962962962
615,17.584541062801932
616,17.040201005025125
617,16.51746864039409
618,16.228155339805824
619,17.208530805687204
620,17.328703703703702
621,18.18638716826923
622,17.449760765550238
623,17.01452575829384
624,17.435406698564595
625,17.91304347826087
626,16.94572169117647
627,17.53960396039604
628,17.216748768472907
629,17.230925136125656
630,18.491881908163265
631,18.182266009852217
632,17.504901960784313
633,16.79047619047619
634,16.40776699029126
635,16.76704775
636,16.66176470588235
637,16.28
638,16.08173076923077
639,16.080568720379148
640,15.148325358851675
641,15.317666615384612
642,15.742857142857142
643,16.326829268292684
644,16.367149758454108
645,16.872549019607842
646,16.965
647,15.959390862944163
648,17.07361741919192
649,17.801980198019802
650,16.21212121212121
651,16.044776119402986
652,15.695
653,15.45273631840796
654,16.014634146341464
655,16.477386934673365
656,15.90077214354067
657,16.166666666666668
658,16.45
659,16.13778903902439
660,16.18957345971564
661,15.465686274509803
662,15.95734597156398
663,15.70754716981132
664,15.56066855609756
665,15.559233177339902
666,15.443396226415096
667,15.259615384615383
668,15.767123287671232
669,15.452380952380953
670,14.677725118483412
671,15.614634146341464
672,15.200956937799043
673,15.430047259433962
674,14.970149253731345
675,14.527638190954772
676,15.542713567839195
677,16.766158536585365
678,16.90452261306533
679,15.994949494949497
680,16.031413612565444
681,16.22459893048128
682,15.328205128205129
683,15.068783068783068
684,15.77948717948718
685,16.31122448979592
686,15.615384615384617
687,15.435
688,15.742424242424242
689,15.791878172588833
690,15.53883495145631
691,16.901477832512317
692,15.964742565853658
693,15.219047619047618
694,15.16425120772947
695,15.570048309178745
696,15.471153846153848
697,15.533653846153848
698,15.608824468899522
699,15.258536585365851
700,15.085
701,15.732323232323232
702,15.882926829268293
703,15.990243902439024
704,15.781553398058252
705,15.357208625592415
706,16.166666666666668
707,17.593301435406698
708,16.902912621359224
709,16.228855721393035
710,16.19607843137255
711,16.606635071090047
712,17.443396226415093
713,17.62621359223301
714,16.802884615384617
715,17.975490196078432
716,16.897435897435898
717,17.306532663316585
718,17.318181818181817
719,17.213930348258707
720,17.0
721,16.440594059405942
722,17.615384615384617
723,17.623809523809523
724,17.115384615384617
725,17.37
726,17.563157894736843
727,16.778350515463917
728,16.6
729,17.868932038834952
730,17.695652173913043
731,16.480392156862745
732,17.28780487804878
733,16.745098039215687
734,16.257425742574256
735,16.927835051546392
736,16.678571428571427
737,16.715736040609137
738,16.29951690821256
739,16.21078431372549
740,16.681372549019606
741,16.66990291262136
742,17.219774757009347
743,16.24403561751152
744,17.245
745,17.239234449760765
746,16.0
747,16.224390243902437
748,16.531400966183575
749,17.13235294117647
750,15.809105440758293
751,16.28846153846154
752,16.5
753,15.929906542056075
754,15.953271028037385
755,15.952830188679243
756,16.537383177570092
757,15.9126213592233
758,15.492537313432836
759,16.027547045000002
760,17.194871794871794
761,17.370558375634516
762,17.42383117
763,17.523560209424083
764,18.53157894736842
765,16.949878328431375
766,16.792725505
767,16.495049504950494
768,17.321782178217823
769,17.30392156862745
770,17.6
771,17.354368932038835
772,18.245192307692307
773,15.885714285714286
774,17.071770334928228
775,17.41346153846154
776,17.56650246305419
777,17.494897959183675
778,17.79
779,17.53921568627451
780,18.55496104477612
781,17.91089108910891
782,18.0
783,17.678571428571427
784,18.126315789473683
785,18.80829015544041
786,18.845711578125
787,18.42079207920792
788,17.217821782178216
789,16.474747474747474
790,17.44102564102564
791,16.57286432160804
792,17.71938775510204
793,17.385
794,17.204878048780486
795,17.839195979899497
796,18.11290322580645
797,17.796791443850267
798,18.38263302083333
799,16.646153846153847
800,17.380710659898476
801,16.980099502487562
802,16.438423645320196
803,17.868020304568528
804,17.588832487309645
805,16.675
806,15.984848484848484
807,15.562719381909549
808,15.078947368421051
809,16.699507389162562
810,17.17676767676768
811,16.742105263157896
812,16.182291666666668
813,16.73586561658031
814,16.545454545454547
815,16.303867403314918
816,16.31578947368421
817,17.037433155080215
818,17.016483516483518
819,17.6888086
820,18.2565445026178
821,17.98941798941799
822,17.287582033519556
823,16.86907349468085
824,16.72020725388601
825,17.603015075376884
826,18.406711402061852
827,16.43181818367347
828,17.583030821782177
829,17.543589743589745
830,17.42391304347826
831,17.513089005235603
832,16.682051282051283
833,17.15846994535519
834,17.617021276595743
835,16.598984771573605
836,16.89248292670157
837,16.293478260869566
838,16.463687150837988
839,16.84656084656085
840,17.155080213903744
841,16.537799042105263
842,16.843003894736842
843,17.497435897435896
844,16.72820512820513
845,18.02127659574468
846,18.22872340425532
847,16.497354497354497
848,16.61780104712042
849,17.006792720207255
850,16.38421052631579
851,16.322580645161292
852,17.569060793814433
853,18.573604060913706
854,17.34020618556701
855,17.341978857142855
856,17.345744680851062
857,17.047120418848166
858,18.214285714285715
859,16.480088653465344
860,15.940853810945274
861,15.79896907216495
862,15.593908629441623
863,16.467336683417084
864,16.6282722513089
865,15.584615384615384
866,15.558375634517766
867,15.973821989528796
868,16.099476439790575
869,15.074468085106384
870,15.979057591623036
871,14.39572192513369
872,15.095744680851064
873,15.806451612903226
874,15.06857142857143
875,16.1181294171123
876,17.04123711340206
877,16.646464646464647
878,17.176470588235293
879,15.379679144385026
880,16.06382978723404
881,15.8
882,15.969679813829789
883,15.540983606557376
884,15.217391304347826
885,16.51396648044693
886,16.8855317679558
887,16.065934065934066
888,15.111270771428572
889,15.481246377049182
890,15.261363636363637
891,15.017543859649123
892,15.823678282352942
893,14.455089820359282
894,15.276470588235297
895,14.832258064516129
896,16.777027027027028
897,16.49332976
898,17.34113560465116
899,17.06896551724138
